id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
928,no,adult,535381,37.1,84,20,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,significant,less_1_liter,2,absent,distend_large,75,81,,1,yes,1400,0,0,no,euthanized
929,yes,adult,528570,37.5,48,28,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,3.5,absent,distend_large,33,6,clear,3.6,yes,3205,0,0,no,lived
930,yes,young,530001,36.4,129,28,cool,reduced,dark_cyanotic,less_3_sec,severe_pain,hypomotile,slight,,more_1_liter,1.5,decreased,normal,47,7.6,serosanguious,4.4,yes,4300,0,0,no,died
931,yes,adult,529849,38.5,48,12,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,42,4.5,cloudy,7,no,2124,0,0,yes,lived
932,yes,adult,534787,37.8,48,20,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,distend_small,45,75,serosanguious,1,yes,5400,0,0,yes,lived
933,yes,adult,529272,40.3,114,36,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5,,distend_small,57,8,serosanguious,4.5,yes,2124,0,0,no,lived
934,yes,adult,529685,38.2,60,40,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,7,decreased,distend_large,35,6.5,clear,5,yes,31110,0,0,yes,lived
935,yes,adult,5290482,39.2,88,24,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,50,6.6,serosanguious,4.1,yes,31110,0,0,yes,lived
936,no,adult,530002,38.6,48,24,cool,normal,normal_pink,less_3_sec,alert,hypomotile,,slight,more_1_liter,2,absent,,43,53,clear,2,no,0,0,0,no,lived
937,yes,adult,528668,38.3,52,16,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,,slight,less_1_liter,7,decreased,other,42,7,clear,1,no,3111,0,0,no,lived
938,yes,adult,529764,37.8,44,12,normal,normal,normal_pink,less_3_sec,alert,hypermotile,,slight,,7,normal,,39,6.5,cloudy,2.9,no,31110,0,0,yes,lived
939,yes,adult,527463,37.5,96,24,cold,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5,,distend_small,69,8.9,serosanguious,3.9,yes,2205,0,0,no,lived
940,no,adult,530478,38.6,96,30,cold,reduced,pale_cyanotic,more_3_sec,,absent,moderate,significant,,2.6,absent,distend_large,46,6.6,cloudy,1,no,31110,0,0,yes,lived
941,no,adult,529183,38.3,52,24,cool,reduced,pale_pink,less_3_sec,,absent,slight,slight,more_1_liter,5,decreased,firm,47,8.2,clear,3,no,400,0,0,yes,lived
942,yes,adult,528548,38.1,108,36,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,slight,,4.4,absent,distend_large,60,6,serosanguious,3.6,yes,2300,0,0,no,died
943,yes,adult,528523,38,44,9,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,,3,absent,distend_small,35,6.7,,3.6,yes,2208,0,0,yes,lived
944,yes,adult,528800,39.1,96,40,cold,absent,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,1,absent,distend_small,74,6.6,cloudy,1.4,yes,2209,0,0,no,died
945,yes,young,529172,38.4,164,24,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.5,increased,,73,7.4,serosanguious,4.5,yes,2305,0,0,yes,died
946,yes,adult,529386,37.5,42,32,cool,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,,more_1_liter,5.5,absent,distend_small,38,7,cloudy,2.8,yes,2208,0,0,no,died
947,yes,adult,530101,39.5,124,51,normal,reduced,bright_red,less_3_sec,depressed,hypomotile,severe,,less_1_liter,7,absent,distend_small,43,7.2,cloudy,2.3,yes,4205,0,0,no,lived
948,yes,adult,529493,38,84,36,cool,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,7,normal,distend_small,47,7,clear,3.9,yes,2208,0,0,no,died
949,yes,adult,527709,36.5,108,24,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,slight,,more_1_liter,7,absent,distend_small,58,7.6,serosanguious,5.3,yes,2208,0,0,no,lived
950,yes,adult,530334,38.3,40,23,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_large,39,8.5,clear,5,yes,31110,0,0,yes,lived
951,no,adult,529172,38,52,24,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,,slight,more_1_liter,5,normal,distend_small,48,8.5,cloudy,2.3,yes,2113,0,0,no,lived
952,yes,adult,529461,38.9,80,40,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.4,decreased,distend_large,63,7.2,serosanguious,4.8,yes,3205,0,0,no,euthanized
953,yes,adult,533983,38.7,60,32,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,severe,,,2,,,53,64,serosanguious,2,yes,3205,0,0,no,euthanized
954,yes,adult,529483,38.4,40,24,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,,5.5,absent,distend_small,37,6.4,clear,6.2,yes,2206,0,0,yes,died
955,yes,adult,529667,39.3,64,36,cool,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,slight,,less_1_liter,7,absent,distend_small,44,7.5,serosanguious,6.6,yes,2208,0,0,no,lived
956,yes,young,5290409,39,128,36,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7,,,53,5.5,serosanguious,5.3,yes,2208,0,0,yes,died
957,yes,adult,535130,38.5,88,30,cold,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2,,distend_large,48,66,serosanguious,2,yes,2205,0,0,no,euthanized
958,yes,adult,534092,39.1,100,51,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2,absent,distend_small,51,5.5,cloudy,1,yes,2113,0,0,yes,lived
959,yes,adult,528570,38.3,88,36,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,5,,distend_large,48,7.5,serosanguious,3.6,yes,9400,0,0,yes,lived
960,no,adult,529663,37.5,52,16,cool,normal,bright_pink,less_3_sec,alert,hypermotile,slight,,more_1_liter,5.5,normal,normal,57,8.1,cloudy,7.2,no,0,0,0,yes,lived
961,no,adult,529663,38,48,16,normal,normal,normal_pink,less_3_sec,alert,hypomotile,,slight,more_1_liter,5.3,decreased,firm,49,6,cloudy,3.9,no,5000,0,0,yes,lived
962,yes,adult,528548,39,64,30,cold,reduced,pale_pink,less_3_sec,depressed,hypomotile,,slight,,3,,distend_large,47,7,serosanguious,3.6,yes,2124,0,0,yes,lived
963,yes,adult,528151,38.3,66,18,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,,,more_1_liter,7,normal,distend_small,54,7.5,cloudy,1.6,yes,2112,0,0,no,lived
964,yes,adult,529729,37.2,40,12,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,57,7,serosanguious,4.3,yes,2209,0,0,yes,lived
965,yes,adult,529183,38,36,20,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,,5,,other,49,8,clear,10,no,3111,0,0,yes,lived
966,yes,young,529642,38.3,40,36,cool,reduced,,less_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4.5,decreased,distend_small,47,6.5,serosanguious,4.1,yes,2209,0,0,yes,died
967,yes,adult,530526,38.5,184,84,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,,,7,absent,distend_small,60,6.5,serosanguious,3.4,yes,7111,0,0,yes,died
968,no,adult,528247,38.4,54,24,normal,normal,normal_pink,less_3_sec,alert,normal,,slight,less_1_liter,7,normal,normal,43,7.5,clear,1.3,no,0,0,0,yes,lived
969,yes,adult,535031,39.1,96,24,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5,absent,distend_large,71,7.2,serosanguious,2.6,yes,3209,0,0,no,lived
970,no,young,530254,40.3,114,36,cool,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,decreased,distend_small,72,8.1,serosanguious,4.3,yes,8400,0,0,yes,died
971,yes,adult,535043,39.3,100,51,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,,less_1_liter,2,,distend_small,66,13,,2,yes,2113,0,0,no,euthanized
972,no,adult,527544,35.4,140,36,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,,distend_large,57,8.5,clear,2,yes,1400,0,0,no,died
973,yes,adult,534073,38.3,90,40,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,,more_1_liter,2,decreased,,75,55,cloudy,2,no,2209,0,0,no,euthanized
974,yes,adult,534183,38.3,88,12,normal,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5,absent,distend_large,48,60,clear,2,yes,2124,0,0,no,lived
975,no,adult,530334,38.6,44,16,cool,,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,4.5,absent,distend_small,33,6.6,serosanguious,3.3,no,2209,0,0,yes,lived
976,yes,adult,527883,38.3,132,18,,reduced,dark_cyanotic,more_3_sec,depressed,absent,,slight,more_1_liter,6.2,absent,distend_small,48,7.2,,5.2,yes,2112,0,0,no,lived
977,yes,adult,529172,38.9,56,40,cold,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.5,,,47,7.2,clear,2.5,no,8300,0,0,no,lived
978,no,adult,529172,38.2,56,40,cool,normal,normal_pink,less_3_sec,depressed,normal,slight,,,7,normal,,47,7.5,clear,2.1,no,8300,0,0,yes,lived
979,no,adult,5299629,38.6,52,40,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,,7.2,normal,firm,54,8,clear,5.2,yes,0,0,0,yes,lived
980,no,adult,534115,39.2,84,28,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,,less_1_liter,1,,distend_small,65,81,serosanguious,2,no,1400,0,0,no,euthanized
981,no,adult,529424,38,48,16,warm,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,,5,normal,normal,49,7.2,clear,5,no,0,0,0,yes,lived
982,no,adult,529821,38.3,52,40,warm,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,normal,,42,8.5,serosanguious,5.3,yes,21110,0,0,yes,euthanized
983,yes,adult,528641,38.1,66,12,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,3,decreased,distend_large,45,7,cloudy,3.9,yes,3111,0,0,yes,lived
984,yes,adult,528305,37.8,88,28,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,4.5,absent,distend_small,40,5.9,serosanguious,4.6,yes,2205,0,0,yes,died
985,yes,adult,527702,38,132,66,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,,,7,absent,distend_small,57,8.1,cloudy,3.4,yes,2208,0,0,no,lived
986,yes,adult,534519,39.7,84,40,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,severe,,less_1_liter,2,absent,distend_large,75,81,clear,2,no,1400,0,0,yes,euthanized
987,no,adult,528113,37.1,52,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.2,decreased,distend_small,26,8.1,clear,5.2,no,400,0,0,yes,lived
988,no,adult,530381,38,114,36,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,,less_1_liter,7,absent,distend_large,41,7,serosanguious,4.3,yes,31110,0,0,yes,lived
989,yes,adult,528461,40.3,86,36,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,,7,normal,distend_large,44,8.1,serosanguious,4.5,yes,7400,0,0,yes,lived
990,yes,adult,527916,39.1,60,18,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,,slight,,7,decreased,,50,7.5,cloudy,1,yes,2113,0,0,yes,lived
991,yes,adult,530431,38.2,76,20,warm,normal,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4,absent,distend_small,35,4.3,serosanguious,4.8,yes,5111,0,0,yes,lived
992,yes,adult,530526,38.3,96,44,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,less_1_liter,3,decreased,distend_small,64,8,clear,1,no,2113,0,0,yes,lived
993,yes,adult,527524,38,54,36,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2,absent,distend_small,37,6.6,serosanguious,2.8,yes,2206,0,0,no,lived
994,yes,young,5301219,37.8,128,51,normal,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,,,4.4,decreased,,53,4.9,serosanguious,4.9,yes,11400,0,0,yes,died
995,no,adult,5279442,38.2,66,12,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,less_1_liter,5,,distend_small,55,7.5,serosanguious,3.4,no,2205,0,0,yes,lived
996,yes,adult,534817,39.3,88,20,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,,more_1_liter,2,,distend_small,57,85,cloudy,2,yes,2205,0,0,no,euthanized
997,no,adult,533692,38.1,60,42,warm,normal,normal_pink,less_3_sec,alert,hypermotile,,slight,less_1_liter,2,,other,37,67,clear,1,no,0,0,0,no,lived
998,yes,adult,528812,37.2,88,30,cool,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,48,8.5,serosanguious,4.3,yes,2205,0,0,no,died
999,no,adult,5275212,37.1,84,36,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,,less_1_liter,3,,distend_small,50,6,serosanguious,3.9,yes,2208,0,0,no,euthanized
1000,yes,adult,530526,38.2,48,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,3,decreased,distend_large,36,6,clear,3,yes,3111,0,0,no,lived
1001,no,adult,529493,39,112,16,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,,more_1_liter,5.5,absent,distend_large,57,6,serosanguious,2.8,no,4205,0,0,no,euthanized
1002,no,adult,528469,38.4,54,20,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,,7.5,decreased,firm,43,7,clear,8,no,0,0,0,yes,lived
1003,yes,adult,528702,37.8,96,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,5.5,decreased,,48,7.2,serosanguious,4.7,yes,2208,0,0,no,lived
1004,yes,adult,530693,38.1,114,36,,reduced,pale_pink,more_3_sec,depressed,absent,slight,,less_1_liter,5.5,normal,,43,6.2,cloudy,2,yes,3111,0,0,no,lived
1005,yes,adult,521399,37.7,72,40,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,,slight,more_1_liter,5,normal,distend_large,43,7,clear,2.2,yes,3205,0,0,yes,euthanized
1006,yes,adult,528729,37.6,72,12,normal,normal,pale_pink,more_3_sec,extreme_pain,normal,severe,,,3,normal,normal,38,4.6,clear,3.4,yes,2112,0,0,no,died
1007,no,adult,530297,37.5,84,24,cool,normal,,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5,decreased,distend_small,43,6.2,serosanguious,3.6,no,1124,0,0,yes,lived
1008,yes,adult,534938,39.2,100,51,cool,absent,bright_red,more_3_sec,depressed,absent,,,less_1_liter,2,absent,distend_small,66,13,serosanguious,2,yes,2113,0,0,no,lived
1009,no,adult,530242,37.5,88,16,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,,more_1_liter,5,absent,distend_small,52,8.6,serosanguious,3.4,no,2209,0,0,yes,euthanized
1010,no,adult,528702,38.5,52,16,normal,normal,bright_pink,less_3_sec,depressed,normal,slight,,more_1_liter,5.3,normal,firm,49,7.2,cloudy,1.6,no,0,0,0,yes,lived
1011,yes,adult,528743,37.1,72,48,cold,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4,absent,distend_small,48,7.4,serosanguious,3.2,yes,12208,0,0,yes,died
1012,yes,adult,529888,37.2,48,48,cool,,normal_pink,less_3_sec,mild_pain,hypomotile,slight,,more_1_liter,6.5,absent,distend_small,44,7.2,,9.1,yes,2208,0,0,no,lived
1013,yes,adult,528570,39.5,100,30,cool,reduced,pale_pink,more_3_sec,extreme_pain,hypomotile,moderate,,more_1_liter,6.5,absent,distend_small,47,3.5,serosanguious,3.4,yes,2207,0,0,yes,died
1014,yes,adult,528469,37.6,44,12,normal,normal,bright_red,less_3_sec,severe_pain,normal,slight,slight,,7,normal,,44,7.5,cloudy,2.3,yes,2112,0,0,yes,died
1015,yes,adult,534787,38.2,36,16,cool,normal,bright_pink,less_3_sec,depressed,normal,slight,,more_1_liter,2,decreased,,52,75,cloudy,2,yes,2209,1400,0,no,euthanized
1016,yes,adult,528461,38.1,66,12,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,,slight,,3,decreased,distend_small,44,6,cloudy,3.6,yes,2205,0,0,yes,lived
1017,yes,adult,5290481,38,48,20,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,,,7,absent,distend_small,48,8.8,serosanguious,4.4,yes,2209,0,0,yes,euthanized
1018,no,adult,529424,37.8,56,28,normal,normal,normal_pink,less_3_sec,alert,normal,,significant,,7,normal,,46,5.9,cloudy,7,no,0,0,0,yes,lived
1019,yes,adult,530242,37.5,44,36,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,less_1_liter,7,normal,distend_small,38,6.6,cloudy,1.3,yes,2112,0,0,no,lived
1020,no,adult,528019,37.8,72,52,cool,reduced,pale_cyanotic,less_3_sec,,hypomotile,moderate,slight,more_1_liter,7,,distend_large,44,7,serosanguious,3.9,yes,2206,0,0,no,lived
1021,yes,adult,5287279,37.6,88,16,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,48,8,cloudy,7,yes,7111,0,0,no,died
1022,yes,adult,530001,37.5,66,12,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.6,absent,distend_large,38,6.7,clear,1,yes,3209,0,0,no,died
1023,no,adult,528641,36.1,108,30,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,4.3,absent,distend_small,52,7,serosanguious,4.8,yes,2208,0,0,yes,died
1024,yes,adult,529518,39.5,76,24,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,4.5,absent,distend_large,45,6.5,serosanguious,2.6,yes,1124,0,0,no,died
1025,yes,young,534519,37.2,96,24,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,,,more_1_liter,5.5,normal,,54,6.9,serosanguious,2.6,yes,3111,0,0,no,died
1026,yes,adult,528523,38.1,52,96,normal,reduced,bright_red,less_3_sec,severe_pain,hypomotile,,,less_1_liter,7,normal,,56,8,cloudy,6,yes,2112,0,0,yes,died
1027,yes,adult,5290481,38.6,108,32,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.2,absent,distend_small,60,7,serosanguious,3.6,no,2205,0,0,yes,died
1028,yes,adult,534756,38.2,40,12,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,1,decreased,distend_large,40,60,clear,2,yes,3111,0,0,yes,lived
1029,yes,young,529172,37.6,184,60,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,,less_1_liter,6.5,decreased,,74,6.8,cloudy,2.6,yes,8400,0,0,yes,died
1030,yes,adult,5305129,38.3,88,24,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,3,decreased,distend_large,30,6,clear,3.9,yes,3111,0,0,no,lived
1031,no,adult,530624,40,80,36,cool,normal,bright_red,more_3_sec,mild_pain,hypomotile,,slight,,7,normal,,44,7.5,serosanguious,4.5,yes,1400,0,0,yes,died
1032,no,adult,530233,38.5,78,28,cool,normal,bright_red,less_3_sec,depressed,normal,slight,slight,more_1_liter,5,increased,normal,55,5.9,cloudy,4.5,yes,2209,0,0,yes,euthanized
1033,yes,adult,528570,39.5,132,96,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,absent,distend_small,67,4.5,serosanguious,3.6,yes,2124,0,0,yes,lived
1034,yes,adult,533887,37.8,48,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5,absent,distend_large,37,64,cloudy,5.3,yes,2112,0,0,yes,lived
1035,no,adult,528469,38.1,48,24,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,,7,decreased,firm,45,7.5,cloudy,2.6,no,2113,0,0,yes,lived
1036,no,adult,528214,37.8,48,28,cool,normal,normal_pink,less_3_sec,alert,hypermotile,,slight,more_1_liter,5.5,normal,firm,36,6.6,serosanguious,5.3,no,0,0,0,yes,lived
1037,no,adult,535246,38.1,80,52,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2,decreased,distend_small,49,69,serosanguious,2,no,1111,0,0,yes,lived
1038,no,adult,529461,38.2,114,16,normal,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,normal,distend_large,57,8.1,serosanguious,4.5,yes,31110,0,0,no,euthanized
1039,yes,adult,529172,38.1,112,36,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,,less_1_liter,2,absent,distend_small,53,8.2,serosanguious,4.4,no,11300,0,0,yes,died
1040,yes,adult,5262541,37.9,42,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,1.5,absent,distend_small,37,7.6,cloudy,1,yes,2209,0,0,yes,lived
1041,yes,adult,5283431,38.3,60,16,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,less_1_liter,3,normal,distend_small,30,6,cloudy,6,yes,31110,0,0,yes,lived
1042,yes,adult,535130,37.8,44,21,cool,normal,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2,absent,distend_small,50,55,serosanguious,2,yes,2205,0,0,yes,lived
1043,no,adult,5279822,37.8,92,28,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,6,decreased,distend_small,64,9,cloudy,3.9,yes,2208,0,0,no,lived
1044,yes,adult,529340,37.9,60,30,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,,,4.5,decreased,,35,6.6,cloudy,1.5,yes,5206,0,0,yes,died
1045,yes,adult,530242,37.4,104,12,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,4,absent,distend_small,75,8.8,serosanguious,4.3,yes,2207,0,0,yes,died
1046,no,adult,535176,37.2,60,90,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,,more_1_liter,5.5,absent,distend_small,41,89,clear,3.4,no,3111,0,0,yes,lived
1047,yes,adult,530670,37.6,68,28,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,,slight,,7,normal,distend_large,47,8,cloudy,3.9,yes,3205,0,0,yes,lived
1048,no,adult,529663,38,42,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,firm,37,7.2,cloudy,1.3,no,0,0,0,yes,lived
1049,yes,adult,534787,38,36,16,cool,normal,normal_pink,less_3_sec,severe_pain,normal,moderate,significant,more_1_liter,2,decreased,,37,75,cloudy,1,no,3111,0,0,no,euthanized
1050,yes,adult,528931,37.8,96,20,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4,absent,distend_small,64,5.8,serosanguious,3.3,yes,2205,0,0,no,died
1051,yes,adult,534579,37.2,52,16,normal,,pale_pink,less_3_sec,,absent,moderate,,more_1_liter,2,,distend_small,42,71,clear,1,yes,2208,0,0,no,euthanized
1052,yes,adult,535176,37.7,88,16,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2,absent,distend_small,45,68,serosanguious,2,no,2205,0,0,yes,euthanized
1053,yes,adult,534293,38.3,60,30,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,more_1_liter,2,absent,distend_small,50,75,serosanguious,2,yes,2208,0,0,no,euthanized
1054,yes,adult,534784,38.5,72,30,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2,decreased,distend_small,44,74,clear,1,yes,2208,0,0,no,lived
1055,yes,adult,535292,38.5,84,30,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,44,66,serosanguious,2.6,yes,2208,0,0,yes,lived
1056,yes,adult,528890,38.5,48,16,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.4,decreased,distend_small,48,6.6,clear,1.6,yes,3111,0,0,no,lived
1057,yes,adult,529461,40.3,114,36,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,,distend_large,57,4.5,serosanguious,4.5,yes,3205,0,0,yes,died
1058,no,adult,5287179,37.6,60,20,cool,reduced,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2,decreased,,73,11,cloudy,3.4,no,400,0,0,yes,died
1059,no,adult,529888,38.2,84,36,warm,reduced,pale_pink,less_3_sec,depressed,absent,,slight,more_1_liter,7,absent,distend_large,47,7.5,serosanguious,4.3,no,31110,0,0,no,died
1060,yes,adult,529796,39.3,129,8,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,,7,,distend_small,57,8.5,serosanguious,4.5,yes,2124,0,0,yes,lived
1061,no,adult,530693,37,72,96,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,severe,slight,more_1_liter,4,absent,distend_large,47,7.5,cloudy,4.9,yes,1400,0,0,yes,died
1062,yes,adult,529475,37.7,96,30,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,severe,significant,,4,absent,distend_large,66,7.5,serosanguious,3.4,yes,4205,0,0,yes,died
1063,yes,adult,534145,38.2,120,48,cold,reduced,pale_pink,less_3_sec,,hypomotile,moderate,,,2,,distend_large,57,65,serosanguious,2,yes,3205,0,0,no,euthanized
1064,no,adult,528729,38.9,48,16,normal,normal,normal_pink,less_3_sec,alert,hypomotile,,,,7.5,decreased,other,49,7,clear,8,no,3111,0,0,yes,lived
1065,yes,adult,529399,39.4,114,36,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,,7,absent,distend_small,57,8.1,serosanguious,2,yes,2208,0,0,no,lived
1066,yes,adult,528178,38,66,12,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,3,decreased,distend_small,31.5,6.2,cloudy,1.5,yes,2208,0,0,yes,lived
1067,yes,adult,534626,38.4,120,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,3,normal,distend_small,50,7,cloudy,2,yes,2209,0,0,yes,lived
