customer_age,annual_income,tenure_months,monthly_bill,support_calls,complaints,data_usage_gb,late_payments,satisfaction_score,discount_percent,contract_type,internet_service,payment_method,region,churn
33.0,84305.0,41.9,64.95,2.0,1.0,15.24,1.0,7.1,1.1,One year,5G,AutoPay,South,0
42.0,59608.0,14.7,100.86,3.0,1.0,1.0,5.0,6.5,12.2,Two year,DSL,Credit Card,South,0
40.0,26377.0,29.3,104.2,3.0,2.0,15.49,2.0,,16.3,Month-to-month,DSL,Bank Transfer,North,0
,85953.0,23.8,90.95,1.0,2.0,18.93,0.0,,0.0,One year,None,Credit Card,West,0
41.0,107184.0,,74.21,1.0,2.0,18.82,2.0,7.0,0.0,Month-to-month,Fiber,Credit Card,North,1
,143395.0,12.8,111.43,6.0,0.0,11.14,0.0,5.1,10.6,Month-to-month,,AutoPay,East,0
52.0,28085.0,20.2,83.18,6.0,1.0,16.7,1.0,8.2,15.4,Two year,Fiber,Credit Card,Central,0
41.0,86839.0,12.6,65.14,7.0,1.0,12.25,0.0,8.0,15.5,One year,Fiber,Credit Card,West,1
24.0,24629.0,15.9,80.58,3.0,0.0,1.0,2.0,6.8,4.1,Two year,DSL,AutoPay,Central,0
24.0,133643.0,,132.67,3.0,2.0,11.69,1.0,7.3,18.6,Two year,DSL,Bank Transfer,North,0
19.0,53436.0,37.0,118.76,0.0,0.0,15.88,0.0,7.4,1.4,One year,Fiber,,Central,0
56.0,71997.0,8.8,119.84,1.0,0.0,24.5,0.0,2.9,0.0,Month-to-month,Fiber,UPI,North,0
38.0,45273.0,16.6,78.14,4.0,1.0,22.01,0.0,5.4,20.9,Month-to-month,Fiber,AutoPay,Central,0
48.0,49584.0,29.6,73.34,5.0,,,2.0,4.4,26.5,Month-to-month,DSL,UPI,Central,0
22.0,1500000.0,,55.13,1.0,2.0,24.23,1.0,2.6,23.0,Two year,Fiber,Credit Card,West,0
32.0,45754.0,17.0,103.07,,0.0,20.11,5.0,9.3,11.5,One year,Fiber,AutoPay,East,0
33.0,51512.0,31.2,70.32,4.0,1.0,15.39,0.0,7.4,5.9,Month-to-month,Fiber,Cash,East,1
57.0,30158.0,7.2,104.87,2.0,3.0,,1.0,5.9,1.3,Month-to-month,Fiber,AutoPay,North,0
,155592.0,36.0,103.59,2.0,1.0,21.4,1.0,9.9,14.0,One year,Fiber,Bank Transfer,East,0
36.0,60003.0,10.9,70.68,1.0,0.0,10.18,2.0,7.8,23.6,Two year,Fiber,AutoPay,South,0
47.0,79099.0,24.9,87.19,3.0,1.0,24.62,,8.4,34.0,One year,None,Credit Card,East,0
18.0,20320.0,21.2,95.11,0.0,4.0,11.49,1.0,5.2,11.9,Month-to-month,DSL,Bank Transfer,East,1
34.0,21496.0,20.1,41.36,1.0,3.0,1.0,0.0,8.1,12.6,Two year,Fiber,AutoPay,West,1
50.0,18000.0,16.4,30.97,3.0,3.0,26.52,2.0,3.7,11.5,Month-to-month,Fiber,AutoPay,North,1
18.0,60866.0,17.1,107.44,4.0,2.0,25.08,3.0,6.6,16.4,Month-to-month,5G,AutoPay,South,1
42.0,99750.0,56.8,100.41,2.0,1.0,18.74,,6.5,21.3,One year,5G,Cash,East,0
34.0,53127.0,12.2,109.99,2.0,1.0,24.15,2.0,5.2,0.1,One year,Fiber,UPI,North,1
43.0,83879.0,22.2,88.97,3.0,4.0,16.33,1.0,4.8,19.7,,Fiber,Cash,North,1
47.0,32335.0,25.9,93.74,4.0,2.0,26.8,0.0,2.6,13.4,Two year,Fiber,Credit Card,West,0
21.0,53157.0,12.5,89.99,1.0,0.0,18.2,1.0,9.5,13.8,Month to Month,Fiber,Cash,North,0
37.0,55168.0,31.7,83.17,3.0,1.0,11.07,3.0,7.3,9.2,Month-to-month,Fiber,Cash,West,0
45.0,49455.0,30.2,35.93,5.0,3.0,9.63,1.0,7.9,27.7,Month-to-month,Fiber,,North,0
50.0,47980.0,37.6,54.32,0.0,2.0,4.07,0.0,5.8,6.5,Two year,Fiber,UPI,South,1
28.0,46458.0,32.4,113.2,2.0,0.0,31.71,1.0,7.7,14.9,Month-to-month,Fiber,AutoPay,South,1
46.0,48585.0,41.5,36.83,0.0,1.0,12.07,1.0,5.0,9.1,Month-to-month,,UPI,,0
41.0,60214.0,21.1,134.14,2.0,2.0,12.98,1.0,9.4,10.7,One year,Fiber,Credit Card,West,1
18.0,39756.0,59.6,78.45,,0.0,9.22,,5.1,,Month-to-month,Fiber,Cash,Central,0
36.0,18000.0,1.7,94.9,3.0,2.0,28.93,1.0,6.9,20.3,One year,5G,Bank Transfer,East,0
37.0,26807.0,51.1,111.6,4.0,3.0,20.99,,7.6,2.1,Month-to-month,,UPI,Central,0
36.0,67897.0,19.3,83.96,1.0,0.0,12.55,3.0,3.8,6.7,Month-to-month,Fiber,Bank Transfer,Central,1
34.0,64513.0,20.3,82.93,5.0,0.0,5.98,1.0,3.4,13.4,Two year,5G,Cash,South,0
45.0,35281.0,28.9,84.92,4.0,2.0,,0.0,6.4,22.5,Two year,DSL,Cash,North,0
50.0,44740.0,20.3,50.1,3.0,1.0,23.2,3.0,2.7,7.2,Month-to-month,None,Credit Card,West,1
57.0,42912.0,79.0,74.96,2.0,0.0,14.31,2.0,8.5,22.2,Month-to-month,DSL,Credit Card,,0
37.0,73137.0,53.3,66.94,1.0,0.0,1.1,1.0,9.7,21.0,Month-to-month,Fiber,Credit Card,Central,0
46.0,27447.0,20.0,89.56,1.0,3.0,23.53,1.0,6.5,11.2,Month-to-month,5G,Credit Card,North,1
48.0,87623.0,8.4,84.42,1.0,3.0,16.02,2.0,5.7,30.5,Month-to-month,5G,AutoPay,West,1
53.0,250000.0,18.0,44.77,1.0,2.0,16.23,1.0,8.0,12.2,One year,None,Cash,Central,1
18.0,35439.0,37.4,121.51,0.0,0.0,18.09,3.0,9.3,15.2,One year,Fiber,AutoPay,North,0
22.0,93258.0,18.4,91.24,3.0,1.0,27.32,2.0,8.1,4.8,Month-to-month,DSL,Bank Transfer,North,0
53.0,95882.0,18.1,84.89,5.0,1.0,20.2,1.0,1.2,10.7,Month-to-month,Fiber,Cash,West,1
39.0,40857.0,37.8,107.57,1.0,1.0,11.76,1.0,9.4,17.6,Month-to-month,Fiber,Cash,East,0
41.0,172967.0,46.8,67.71,2.0,0.0,30.2,2.0,6.0,22.6,Month-to-month,5G,AutoPay,East,0
54.0,59438.0,,73.34,1.0,1.0,16.12,1.0,7.0,0.6,Month-to-month,Fiber,AutoPay,East,0
37.0,39601.0,12.1,79.92,3.0,1.0,17.95,3.0,7.4,14.0,One year,Fiber,Cash,South,0
44.0,29153.0,28.0,81.96,3.0,1.0,18.76,1.0,6.1,26.8,Month-to-month,Fiber,AutoPay,Central,0
52.0,33975.0,46.1,84.54,3.0,2.0,29.35,6.0,5.7,17.3,Two year,Fiber,Cash,North,1
7.0,42374.0,30.0,63.87,4.0,0.0,33.4,4.0,4.6,21.8,Month-to-month,DSL,UPI,North,0
59.0,37408.0,12.7,72.56,0.0,2.0,13.69,1.0,7.2,12.3,Month-to-month,Fiber,Bank Transfer,North,1
41.0,69080.0,27.4,80.4,2.0,1.0,18.4,0.0,6.9,2.5,Month-to-month,5G,AutoPay,Central,0
31.0,67760.0,27.0,107.16,3.0,0.0,5.07,1.0,5.6,15.1,Month-to-month,None,Cash,North,0
22.0,52325.0,34.9,76.32,2.0,0.0,11.4,1.0,4.3,9.6,,Fiber,AutoPay,West,0
,57339.0,45.1,109.49,0.0,1.0,19.07,1.0,6.2,12.0,One year,Fiber,Bank Transfer,South,0
60.0,36607.0,29.9,35.81,3.0,6.0,1.0,1.0,,20.2,Month-to-month,5G,Credit Card,Central,0
41.0,,51.4,53.76,5.0,1.0,12.87,1.0,7.6,7.7,One year,Fiber,Credit Card,West,0
43.0,44113.0,41.4,68.73,5.0,1.0,15.03,3.0,5.6,4.7,Month-to-month,Fiber,,Central,1
32.0,,17.0,57.4,1.0,4.0,16.24,0.0,6.6,19.6,Month-to-month,Fiber,,South,1
43.0,,15.9,163.9,5.0,1.0,17.51,0.0,5.9,18.6,One year,,Cash,South,0
22.0,148695.0,38.8,79.96,1.0,1.0,10.61,1.0,4.0,21.9,One year,,Cash,West,0
42.0,30852.0,29.7,73.54,1.0,1.0,14.13,0.0,3.4,0.8,Two year,5G,Credit Card,Central,0
40.0,70007.0,16.9,,0.0,1.0,5.44,3.0,8.8,16.0,One year,DSL,Credit Card,West,0
40.0,40112.0,22.0,97.45,1.0,1.0,15.66,3.0,6.7,9.3,One year,, UPI,South,0
57.0,48251.0,,92.16,1.0,0.0,,2.0,5.8,0.0,Month-to-month,5G,UPI,Central,1
31.0,124543.0,3.5,91.28,1.0,,19.21,1.0,9.6,21.4,Month-to-month,Fiber,AutoPay,South,0
35.0,29568.0,5.3,47.15,4.0,0.0,27.65,2.0,7.5,7.6,One year,5G,Cash,West,0
41.0,121501.0,8.5,118.34,2.0,2.0,22.08,1.0,6.8,15.6,Month-to-month,5G,upi,West,1
44.0,94298.0,15.4,65.15,,1.0,14.47,0.0,4.3,13.4,One year,Fiber,Credit Card,South,0
27.0,53922.0,9.7,85.2,2.0,2.0,17.77,0.0,3.9,15.1,Month-to-month,Fiber,Credit Card,Central,1
19.0,86315.0,25.7,75.5,2.0,2.0,12.4,,10.0,7.6,Month-to-month,Fiber,UPI,West,0
38.0,99378.0,47.7,57.4,2.0,0.0,9.48,4.0,,20.5,Two year,DSL,Credit Card,,0
36.0,77697.0,70.4,69.19,0.0,1.0,20.09,1.0,6.9,22.9,Month-to-month,Fiber,,West,0
48.0,133304.0,10.9,89.53,3.0,0.0,,0.0,3.9,11.7,One year,5G,Credit Card,West,0
40.0,19914.0,11.1,60.01,2.0,1.0,37.36,5.0,6.3,2.3,Month-to-month,5G,Bank Transfer,West,1
27.0,49804.0,13.9,79.25,2.0,0.0,23.16,0.0,4.0,1.1,One year,Fiber,Bank Transfer,North,0
38.0,30338.0,9.0,65.42,5.0,6.0,27.9,1.0,6.9,0.0,Month-to-month,Fiber,Cash,East,1
42.0,35674.0,13.9,72.15,2.0,2.0,4.72,0.0,5.7,,One year,DSL,UPI,East,0
43.0,96154.0,17.2,45.47,0.0,1.0,16.87,0.0,7.1,13.2,One year,5G,Bank Transfer,North,1
37.0,81113.0,46.3,99.57,6.0,3.0,15.17,1.0,5.5,8.7,Month-to-month,5G,Bank Transfer,West,0
20.0,61409.0,17.3,96.72,2.0,0.0,12.52,1.0,8.4,0.0,,DSL,AutoPay,North,0
42.0,24138.0,12.1,52.42,1.0,1.0,300.0,0.0,6.9,19.4,Month-to-month,5G,AutoPay,Central,0
51.0,49265.0,30.0,100.35,2.0,0.0,12.37,3.0,,0.0,Month-to-month,None,AutoPay,West,1
34.0,109324.0,19.5,91.19,2.0,3.0,33.67,3.0,5.4,14.7,Two year,FIBER,Cash,South,0
41.0,108351.0,29.5,52.84,1.0,2.0,30.25,1.0,2.2,16.5,Month-to-month,Fiber,Credit Card,North,1
34.0,34243.0,,75.51,2.0,0.0,7.14,3.0,6.6,0.0,Month-to-month,Fiber,UPI,North,0
29.0,65425.0,29.3,65.26,3.0,0.0,31.51,1.0,8.6,20.2,Month-to-month,5G,AutoPay,South,0
42.0,51527.0,35.2,76.35,1.0,0.0,23.48,0.0,5.3,21.1,Two year,DSL,Credit Card,Central,0
43.0,113614.0,19.5,132.25,0.0,3.0,18.29,3.0,5.4,12.2,Two year,DSL,UPI,Central,1
18.0,31658.0,41.1,64.85,3.0,1.0,10.69,1.0,5.8,18.9,Two year,DSL,Cash,East,0
49.0,24712.0,53.7,43.92,1.0,0.0,14.82,0.0,5.0,9.5,Two year,Fiber,AutoPay,Central,0
25.0,75243.0,15.6,59.0,2.0,0.0,13.0,2.0,7.2,3.3,One year,None,UPI,Central,0
36.0,96226.0,15.8,62.06,4.0,0.0,17.93,2.0,10.0,15.7,One year,Fiber,UPI,North,0
54.0,26705.0,3.0,91.55,1.0,3.0,15.36,1.0,8.3,12.3,Month-to-month,DSL,UPI,South,1
45.0,19697.0,29.9,,2.0,1.0,21.97,3.0,5.8,13.5,Two year,Fiber,Cash,East,1
42.0,153194.0,64.5,49.64,2.0,0.0,12.15,0.0,6.9,0.0,One year,Fiber,Credit Card,Central,0
46.0,55447.0,24.4,81.28,1.0,0.0,23.29,1.0,5.7,,One year,Fiber,Cash,Central,1
41.0,105734.0,25.7,101.63,,3.0,14.36,0.0,7.0,9.5,Two year,Fiber,Cash,East,0
25.0,82988.0,23.2,64.19,2.0,0.0,17.79,0.0,8.4,9.9,Month-to-month,Fiber,Credit Card,West,0
52.0,28682.0,20.9,115.7,2.0,1.0,,0.0,5.8,5.4,One year,Fiber,UPI,West,0
51.0,79166.0,,65.12,4.0,0.0,17.35,3.0,5.6,11.0,One year,Fiber ,AutoPay,South,0
48.0,104029.0,23.7,114.56,3.0,1.0,19.79,1.0,6.7,12.5,Two year,Fiber,UPI,West,0
34.0,59295.0,74.8,79.28,4.0,1.0,15.06,0.0,4.9,21.3,Month-to-month,None,Cash,North,0
42.0,121714.0,15.6,50.05,1.0,2.0,9.48,2.0,6.9,,Month-to-month,Fiber,Bank Transfer,West,1
43.0,50874.0,43.3,57.59,5.0,2.0,20.72,0.0,4.3,21.5,Two year,5G,,South,0
31.0,104877.0,34.5,83.37,1.0,0.0,17.34,0.0,5.4,9.3,Month-to-month,DSL,UPI,West,0
,,29.1,50.07,4.0,0.0,8.66,2.0,6.4,13.3,One year,None,UPI,south ,1
43.0,40103.0,22.4,59.61,5.0,3.0,15.21,1.0,2.8,6.6,Month to Month,DSL,UPI,North,1
27.0,115210.0,44.3,68.8,2.0,1.0,22.6,1.0,10.0,5.8,Month-to-month,DSL,Credit Card,Central,0
46.0,108763.0,25.5,43.83,3.0,1.0,11.78,4.0,3.8,7.4,One year,DSL,UPI,North,0
49.0,87428.0,24.8,1500.0,2.0,0.0,26.75,2.0,9.4,10.5,Month-to-month,Fiber,AutoPay,East,0
18.0,48155.0,34.6,66.14,4.0,0.0,26.86,1.0,7.4,17.0,Month-to-month,Fiber, UPI,West,0
46.0,142822.0,100.5,47.65,4.0,0.0,19.51,0.0,5.7,5.2,One year,,AutoPay,North,0
64.0,18000.0,12.2,118.42,3.0,1.0,15.51,1.0,9.5,14.3,Two year,5G,UPI,East,1
18.0,46913.0,16.0,129.19,0.0,3.0,3.97,0.0,5.1,9.6,Month-to-month,Fiber,Credit Card,South,0
37.0,71549.0,14.6,48.46,3.0,0.0,1.0,1.0,5.3,0.0,Month-to-month,None,AutoPay,West,0
48.0,62249.0,23.6,86.34,4.0,0.0,18.86,0.0,7.3,2.9,One year,DSL,Cash,South,0
32.0,41526.0,11.2,64.73,1.0,0.0,19.46,6.0,,22.3,Month-to-month,Fiber,Bank Transfer, SOUTH,1
53.0,66729.0,47.7,89.76,1.0,2.0,15.7,0.0,8.7,12.3,Month-to-month,Fiber,UPI,Central,0
48.0,73890.0,32.8,146.84,2.0,0.0,16.62,2.0,7.5,14.6,Month-to-month,Fiber,AutoPay,South,0
36.0,42303.0,45.2,97.18,1.0,1.0,24.38,,7.0,0.7,One year,Fiber,AutoPay,North,0
50.0,30936.0,20.8,47.83,1.0,2.0,19.62,0.0,6.4,19.5,Month-to-month,Fiber,AutoPay,Central,1
40.0,226308.0,54.1,72.64,2.0,2.0,17.87,0.0,8.4,10.5,Month to Month,None,AutoPay,Central,0
58.0,73415.0,,58.48,1.0,1.0,20.55,2.0,8.4,0.0,Two year,None,UPI,Central,0
33.0,57522.0,60.6,74.68,1.0,2.0,26.49,0.0,4.5,15.5,Month-to-month,5G,Cash,East,0
50.0,117053.0,30.1,85.7,,2.0,5.76,4.0,4.3,,One year,Fiber,Bank Transfer,East,0
33.0,62901.0,31.1,86.07,1.0,2.0,18.71,0.0,10.0,7.0,Month-to-month,None,Credit Card,Central,0
28.0,43254.0,35.5,96.88,1.0,0.0,26.36,2.0,8.2,7.7,month-to-month,5G,Bank Transfer,Central,0
23.0,117879.0,10.8,83.84,2.0,0.0,18.45,0.0,8.3,0.3,One year,5G,Bank Transfer,Central,0
37.0,,52.5,113.78,2.0,2.0,15.51,2.0,6.6,14.7,Month-to-month,Fiber,UPI,South,0
46.0,74439.0,5.3,57.83,,2.0,14.45,1.0,7.8,25.6,One year,DSL,Credit Card,North,1
,100198.0,25.2,100.43,3.0,2.0,20.58,3.0,6.6,14.3,Month-to-month,DSL,AutoPay,Central,0
49.0,69720.0,20.6,89.58,2.0,2.0,,1.0,7.4,7.4,Month-to-month,Fiber,UPI,West,1
27.0,122623.0,25.1,125.14,2.0,1.0,20.34,2.0,5.9,15.2,Month-to-month,FIBER,Cash,,0
39.0,40359.0,13.3,65.8,4.0,0.0,19.44,2.0,3.2,0.0,Two year,Fiber,Cash,West,0
46.0,68107.0,67.9,37.12,2.0,1.0,13.32,1.0,5.7,24.4,Month-to-month,Fiber,,Central,0
43.0,23451.0,25.7,96.4,2.0,0.0,17.65,1.0,6.2,4.0,,Fiber,UPI,South,0
29.0,21333.0,13.0,83.81,2.0,0.0,,,5.5,16.5,Month-to-month,DSL,Credit Card,West,1
49.0,,43.8,69.2,3.0,1.0,8.76,1.0,8.3,10.6,Month-to-month,Fiber,AutoPay,West,1
24.0,58987.0,2.8,92.03,0.0,1.0,22.3,0.0,6.1,14.8,Two year,DSL,AutoPay,Central,0
34.0,102471.0,12.4,113.41,0.0,0.0,16.86,2.0,6.5,6.3,One year,5G,Cash,West,0
33.0,18000.0,3.0,89.1,2.0,,14.58,2.0,6.1,12.1,One year,Fiber,AutoPay,South,0
49.0,21748.0,12.2,82.75,2.0,0.0,1.05,0.0,6.4,9.4,Month-to-month,Fiber,AutoPay,East,0
47.0,28224.0,54.6,50.57,1.0,1.0,16.44,0.0,6.6,16.5,Month-to-month,Fiber,Credit Card,East,0
38.0,61587.0,29.1,,3.0,1.0,3.39,1.0,6.4,10.7,One year,,AutoPay,North,0
,37270.0,19.2,50.46,1.0,2.0,17.67,0.0,4.0,7.1,Month-to-month,Fiber,Cash,South,0
45.0,40437.0,23.6,70.7,2.0,1.0,3.98,2.0,8.1,13.6,,Fiber,Credit Card,North,0
31.0,37027.0,8.9,56.14,1.0,1.0,30.8,1.0,4.2,6.3,One year,Fiber,Cash,,0
40.0,77571.0,36.6,71.59,5.0,2.0,16.83,0.0,5.7,6.5,Month-to-month,5G,UPI,West,0
47.0,64341.0,47.8,60.12,4.0,2.0,,4.0,4.6,23.5,Two year,DSL,AutoPay,Central,0
28.0,24755.0,15.9,47.67,2.0,3.0,18.16,0.0,6.1,,Month-to-month,Fiber,AutoPay,Central,1
,117131.0,56.9,101.86,2.0,0.0,19.31,,6.7,12.5,Two year,DSL,Credit Card,West,0
38.0,100006.0,18.3,65.18,1.0,1.0,,0.0,6.0,7.3,Month-to-month,5G,Credit Card,Central,1
22.0,99822.0,22.9,66.04,3.0,0.0,13.42,2.0,4.0,,Month-to-month,DSL,Cash,West,1
23.0,84342.0,17.1,103.9,3.0,0.0,22.55,1.0,7.1,14.2,Month-to-month,Fiber,Cash,Central,1
34.0,29810.0,29.8,46.04,2.0,1.0,,1.0,5.3,2.5,One year,Fiber,AutoPay,East,0
54.0,51786.0,4.3,110.67,4.0,2.0,20.75,1.0,5.4,0.4,Two year,DSL,Bank Transfer,West,1
39.0,41442.0,31.9,77.03,3.0,1.0,26.39,2.0,7.8,5.7,Month-to-month,Fiber,Bank Transfer,East,0
53.0,38503.0,38.0,75.81,6.0,1.0,16.12,0.0,5.7,17.5,Month-to-month,DSL,AutoPay,North,0
18.0,71286.0,43.4,61.19,5.0,1.0,17.72,0.0,2.2,20.1,One year,Fiber,UPI,North,0
25.0,59603.0,9.6,48.79,2.0,0.0,16.24,2.0,2.8,4.3,One year,DSL,Cash,Central,0
26.0,,32.5,93.93,4.0,1.0,13.28,3.0,2.8,11.2,Month-to-month,5G,Credit Card,South,0
32.0,99160.0,39.1,93.89,1.0,1.0,14.99,0.0,6.0,7.9,Month-to-month,Fiber,Credit Card,North,0
44.0,35034.0,34.6,112.26,1.0,2.0,19.47,2.0,6.8,0.0,Two year,Fiber,,North,0
29.0,87861.0,48.8,83.86,3.0,1.0,9.45,1.0,4.2,13.3,Two year,DSL,Bank Transfer,South,0
25.0,60188.0,15.6,75.15,1.0,0.0,19.39,0.0,4.3,9.6,One year,DSL,Bank Transfer,West,1
34.0,100325.0,39.7,50.27,3.0,,26.87,1.0,7.0,1.4,Month-to-month,Fiber,AutoPay,Central,0
60.0,98205.0,39.0,101.7,1.0,1.0,15.41,2.0,8.1,22.2,Month-to-month,5G,AutoPay,South,0
37.0,53016.0,89.6,43.95,3.0,0.0,15.12,0.0,5.5,21.3,Month-to-month,Fiber,Cash,Central,0
,44373.0,26.2,29.0,2.0,2.0,13.43,0.0,3.9,23.4,Month-to-month,DSL,Cash,West,0
,44839.0,36.9,53.83,2.0,1.0,26.54,1.0,10.0,2.2,Two year,DSL,Bank Transfer,East,0
29.0,32130.0,41.4,40.76,3.0,1.0,10.78,2.0,6.3,5.3,Two year,Fiber,Bank Transfer,East,0
41.0,50753.0,15.4,87.67,2.0,1.0,31.91,4.0,8.8,11.6,One year,5G,UPI,East,0
25.0,39406.0,57.8,97.11,4.0,0.0,15.58,1.0,6.8,9.3,One year,Fiber,Bank Transfer,North,0
46.0,50920.0,26.8,43.62,1.0,0.0,17.55,3.0,2.9,9.2,Month-to-month,Fiber,Credit Card,Central,0
44.0,33985.0,28.2,65.41,3.0,0.0,13.29,1.0,4.5,7.0,Month-to-month,DSL,Bank Transfer,Central,1
33.0,66659.0,15.8,64.94,1.0,2.0,12.17,,6.1,21.1,Two year,Fiber,Credit Card,West,0
40.0,25079.0,,73.86,2.0,4.0,,0.0,10.0,3.7,One year,Fiber,Bank Transfer,North,1
49.0,25318.0,27.0,108.83,1.0,3.0,,3.0,7.5,4.3,Month-to-month,5G,Bank Transfer,West,0
,50203.0,39.2,79.36,1.0,1.0,17.77,1.0,4.3,20.1,One year,Fiber,AutoPay,Central,0
37.0,69408.0,20.5,,1.0,2.0,1.0,0.0,8.9,8.9,Month-to-month,,UPI,South,0
18.0,89826.0,48.8,45.62,2.0,2.0,15.4,2.0,5.2,8.8,Month-to-month,Fiber,UPI,West,1
44.0,18000.0,46.2,63.62,2.0,1.0,20.21,1.0,8.2,6.4,,DSL,Bank Transfer,South,0
42.0,115640.0,11.7,53.74,1.0,0.0,19.81,2.0,9.2,10.8,Month-to-month,5G,Bank Transfer,East,0
30.0,43666.0,37.4,126.35,2.0,0.0,19.03,0.0,5.1,29.4,Two year,5G,Bank Transfer,North,0
29.0,57251.0,16.1,95.26,4.0,1.0,16.08,2.0,8.2,0.0,Month-to-month,Fiber,Cash,North,1
36.0,72795.0,4.2,63.69,2.0,0.0,3.04,4.0,6.1,1.0,Month-to-month,Fiber,UPI,North,0
49.0,18000.0,50.8,115.96,0.0,0.0,25.6,0.0,7.0,15.2,Month-to-month,Fiber,Bank Transfer,South,0
38.0,39048.0,55.4,69.26,2.0,0.0,11.13,0.0,4.8,26.4,Month-to-month,None,Bank Transfer,North,0
39.0,49641.0,12.4,57.31,2.0,1.0,21.24,2.0,6.8,17.8,Two year,Fiber,Bank Transfer,Central,0
,26258.0,34.3,50.43,1.0,3.0,12.36,0.0,4.3,20.7,Month-to-month,Fiber,UPI,South,1
35.0,64222.0,37.6,96.11,4.0,0.0,14.64,0.0,5.6,,One year,Fiber,Credit Card,South,0
38.0,38437.0,6.6,25.72,3.0,1.0,7.08,2.0,,24.3,Month-to-month,Fiber,AutoPay,South,1
48.0,61572.0,54.0,60.74,4.0,0.0,17.79,1.0,7.9,2.0,Month-to-month,DSL,AutoPay,West,0
18.0,50307.0,,84.2,1.0,0.0,10.45,0.0,5.5,18.4,One year,5G,Cash,South,0
43.0,170005.0,6.2,450.0,3.0,2.0,25.57,2.0,1.7,4.7,Month-to-month,Fiber,Cash,West,1
44.0,134024.0,44.5,85.59,1.0,0.0,32.55,1.0,6.4,11.2,Month-to-month,DSL,Credit Card,East,0
35.0,67678.0,31.5,36.86,1.0,3.0,8.65,2.0,5.0,12.5,One year,DSL,AutoPay,South,0
31.0,61415.0,25.1,52.44,2.0,0.0,14.2,0.0,4.0,14.0,Month-to-month,Fiber,Cash,West,0
23.0,,31.8,101.06,2.0,0.0,18.55,2.0,5.2,7.4,One year,5G,Bank Transfer,East,0
26.0,109767.0,19.2,68.45,1.0,2.0,23.03,0.0,9.2,11.9,Month-to-month,Fiber,AutoPay,West,0
37.0,41142.0,20.0,96.42,2.0,1.0,9.26,1.0,6.0,13.7,Month-to-month,DSL,UPI,East,0
25.0,52342.0,23.4,59.65,1.0,0.0,,1.0,8.1,10.2,Two year,DSL,UPI,East,0
25.0,45112.0,19.8,90.86,50.0,4.0,16.1,1.0,5.3,12.4,One year,None,,Central,1
43.0,19802.0,5.7,74.14,2.0,0.0,17.54,2.0,6.2,7.3,One year,5G,UPI,West,1
48.0,40536.0,18.7,47.47,1.0,1.0,9.77,0.0,6.7,10.0,Month-to-month,Fiber,AutoPay,Central,0
47.0,145075.0,98.7,86.74,3.0,0.0,26.99,1.0,7.4,2.1,Month-to-month,DSL,UPI,South,0
28.0,31880.0,69.4,59.5,4.0,1.0,7.89,2.0,6.0,9.6,Two year,5G,Cash,East,0
35.0,74979.0,43.8,88.08,1.0,0.0,15.4,1.0,10.0,13.7,Month-to-month,5G,Cash,North,0
18.0,54787.0,13.6,98.64,2.0,1.0,35.02,3.0,5.6,12.0,Two year,5G,Bank Transfer,North,0
42.0,49382.0,29.8,88.1,2.0,1.0,18.58,1.0,7.0,12.0,Month-to-month,DSL,Cash,Central,0
31.0,75454.0,19.1,76.54,1.0,0.0,20.42,2.0,9.1,17.3,Month-to-month,Fiber,AutoPay,North,0
35.0,96996.0,47.8,81.97,3.0,0.0,11.65,3.0,5.3,17.9,One year,DSL,Bank Transfer,West,0
43.0,126104.0,15.3,95.33,6.0,1.0,17.19,0.0,4.5,0.0,One year,Fiber,Cash,East,0
39.0,145470.0,37.7,65.36,1.0,1.0,29.92,0.0,6.9,2.9,Month-to-month,5G,Cash,South,0
34.0,25768.0,34.6,95.12,4.0,0.0,,,6.9,10.4,Month-to-month,Fiber,Credit Card,East,0
21.0,109717.0,11.0,39.16,3.0,0.0,25.65,1.0,6.7,0.2,Month-to-month,DSL,Cash,Central,0
30.0,1500000.0,25.6,20.0,1.0,1.0,25.44,2.0,7.5,15.0,Two year,DSL,AutoPay,North,0
37.0,21119.0,28.6,105.59,2.0,1.0,11.28,,7.7,18.1,Two year,DSL,AutoPay,North,0
44.0,56200.0,34.9,28.1,4.0,2.0,9.48,1.0,7.4,2.2,Month-to-month,Fiber,AutoPay,North,0
42.0,73702.0,30.2,83.19,3.0,,,1.0,6.5,2.4,One year,5G,Credit Card,West,0
38.0,26580.0,18.0,74.84,3.0,0.0,24.16,2.0,9.1,34.8,One year,5G,UPI,North,0
23.0,96990.0,7.8,99.05,6.0,1.0,14.95,2.0,6.9,6.3,Month-to-month,Fiber,UPI,Central,0
53.0,26889.0,17.9,75.93,3.0,3.0,17.08,3.0,6.8,20.4,Month-to-month,Fiber,Cash,East,1
37.0,32851.0,21.1,93.9,2.0,0.0,11.75,1.0,5.5,10.7,Month-to-month,Fiber,UPI,South,0
40.0,73146.0,16.4,26.39,0.0,,18.94,1.0,6.4,13.6,Two year,Fiber,AutoPay,East,1
41.0,84546.0,49.6,109.29,2.0,0.0,27.45,3.0,7.3,6.2,Two year,Fiber,AutoPay,East,0
42.0,42857.0,28.4,44.81,2.0,4.0,12.91,0.0,4.9,8.5,Month-to-month,DSL,,South,0
64.0,45458.0,10.2,850.0,1.0,0.0,23.32,,2.1,17.7,Month-to-month,DSL,UPI,South,0
